id	sha256	cache	filename	group	realm	mode	slug	mode_source	records	captured	path	locale	build	header_hex	parser_revision
33	ea68b4687a03202739d23a79028febb12b4e7306c445a9d193e0f7019d8c34d2	creaturecache	creaturecache.wdb	discord resources		unknown	unknown	unknown	2968	2026-09-08	sources/33/ea68b4687a03202739d23a79028febb12b4e7306c445a9d193e0f7019d8c34d2.wdb	enUS	12340		
34	2324309c45e35db1f672b884f62780e9c53d3bed84dbbe498d02632283227017	gameobjectcache	gameobjectcache.wdb	discord resources		unknown	unknown	unknown	2037	2026-09-08	sources/34/2324309c45e35db1f672b884f62780e9c53d3bed84dbbe498d02632283227017.wdb	enUS	12340		
35	47b335594c511608a88641e713eff68b647502381ec10b143809a1f5e046e6de	itemnamecache	itemnamecache.wdb	discord resources		unknown	unknown	unknown	19	2026-09-08	sources/35/47b335594c511608a88641e713eff68b647502381ec10b143809a1f5e046e6de.wdb	enUS	12340		
36	678b086007422e2d91ddf1c3587c7ad283f4171b4b5ac4518857039a97a1e286	(non-standard)	itemstatcache.wdb	discord resources		unknown	unknown	unknown	0	2026-09-08	sources/36/678b086007422e2d91ddf1c3587c7ad283f4171b4b5ac4518857039a97a1e286.wdb	unknown	1784736623		
37	976efce0e5d40769e1c956e832a906dec2f55dda063b301244a1ace5a39f8030	itemtextcache	itemtextcache.wdb	discord resources		unknown	unknown	unknown	0	2026-09-08	sources/37/976efce0e5d40769e1c956e832a906dec2f55dda063b301244a1ace5a39f8030.wdb	enUS	12340		
38	2fcc8f303c48d4589f78a87f7cfc52e2fd764f5d2879605b2aca0dde6bd77647	npccache	npccache.wdb	discord resources		unknown	unknown	unknown	176	2026-09-08	sources/38/2fcc8f303c48d4589f78a87f7cfc52e2fd764f5d2879605b2aca0dde6bd77647.wdb	enUS	12340		
39	8416fa4a8b2b01effaad3e225585f4fe57a22212fa49ef1a209e93159646a314	questcache	questcache.wdb	discord resources		unknown	unknown	unknown	445	2026-09-08	sources/39/8416fa4a8b2b01effaad3e225585f4fe57a22212fa49ef1a209e93159646a314.wdb	enUS	12340		
40	23d7d0ffb47fd24edc4e77aadc4d32cf8c74b57a9ab40fd86e5ca7efa6518faa	creaturecache	creaturecache.wdb	current-active-realm	current-active-realm	unknown	unknown	unknown	0	2026-09-07	sources/40/23d7d0ffb47fd24edc4e77aadc4d32cf8c74b57a9ab40fd86e5ca7efa6518faa.wdb	enUS	12340		2026-09-11.2
41	3ce9ff9b2fd5dce3499c09aff0a96017a0d1c4d55c194524ccb61a41a0c920fe	gameobjectcache	gameobjectcache.wdb	current-active-realm	current-active-realm	unknown	unknown	unknown	0	2026-09-07	sources/41/3ce9ff9b2fd5dce3499c09aff0a96017a0d1c4d55c194524ccb61a41a0c920fe.wdb	enUS	12340		2026-09-11.2
42	76a25181ddacda4e4e4350a73411d0a3cdabc990cbcc611c9be20aca5fbf4072	itemcache	itemcache.wdb	current-active-realm	current-active-realm	unknown	unknown	unknown	0	2026-09-07	sources/42/76a25181ddacda4e4e4350a73411d0a3cdabc990cbcc611c9be20aca5fbf4072.wdb	enUS	12340		2026-09-11.2
43	bbce0eced31ea84fc64167083402e03ae89476b4f3259391dfa137a5ba96aef9	itemnamecache	itemnamecache.wdb	current-active-realm	current-active-realm	unknown	unknown	unknown	0	2026-09-07	sources/43/bbce0eced31ea84fc64167083402e03ae89476b4f3259391dfa137a5ba96aef9.wdb	enUS	12340		2026-09-11.2
44	b8a610ce6505f07d78657874e0bd0734ac92e824df3038d9063d177ae773cef3	itemtextcache	itemtextcache.wdb	current-active-realm	current-active-realm	unknown	unknown	unknown	0	2026-09-07	sources/44/b8a610ce6505f07d78657874e0bd0734ac92e824df3038d9063d177ae773cef3.wdb	enUS	12340		2026-09-11.2
45	da68cdfcc755fa9edabe5f5b2f541fada8e7819a7e3ba6ae32d4910957b67eb7	npccache	npccache.wdb	current-active-realm	current-active-realm	unknown	unknown	unknown	0	2026-09-07	sources/45/da68cdfcc755fa9edabe5f5b2f541fada8e7819a7e3ba6ae32d4910957b67eb7.wdb	enUS	12340		2026-09-11.2
46	af6620ee3c0f2052f652cd84bae60ebc10321568da0caedf8bf2dc8aad336df9	pagetextcache	pagetextcache.wdb	current-active-realm	current-active-realm	unknown	unknown	unknown	0	2026-09-07	sources/46/af6620ee3c0f2052f652cd84bae60ebc10321568da0caedf8bf2dc8aad336df9.wdb	enUS	12340		2026-09-11.2
47	23eacf892501a8dcdbab155c58699f5fdaa8016c467ea5378b6419b9e3f1bee8	questcache	questcache.wdb	current-active-realm	current-active-realm	unknown	unknown	unknown	0	2026-09-07	sources/47/23eacf892501a8dcdbab155c58699f5fdaa8016c467ea5378b6419b9e3f1bee8.wdb	enUS	12340		2026-09-11.2
48	0300fa94cc7e8356558b3b6475bc06175aab8d26dcb088490a62ca492c2a621a	wowcache	wowcache.wdb	current-active-realm	current-active-realm	unknown	unknown	unknown	0	2026-09-07	sources/48/0300fa94cc7e8356558b3b6475bc06175aab8d26dcb088490a62ca492c2a621a.wdb	enUS	12340		2026-09-11.2
49	d04b6af21e9fa9fba727f860a2687a0f1356a06862d5713fd045c63033c58c56	creaturecache	creaturecache-dawnrise-2026-08-29.wdb	dawnrise-dated-snapshots	Dawnrise	Season 10 Freepick	season-10-freepick	modes.json	755	2026-09-07	sources/49/d04b6af21e9fa9fba727f860a2687a0f1356a06862d5713fd045c63033c58c56.wdb	enUS	12340	424f4d573430000053556e656c000000010000006fd5856a	2026-09-11.2
50	41c47432338760240975ccda4cefcafbd74d90582b3417c7203fd767bdb192f2	creaturecache	creaturecache-dawnrise-2026-08-31.wdb	dawnrise-dated-snapshots	Dawnrise	Season 10 Freepick	season-10-freepick	modes.json	3573	2026-09-07	sources/50/41c47432338760240975ccda4cefcafbd74d90582b3417c7203fd767bdb192f2.wdb	enUS	12340	424f4d573430000053556e656c000000010000006fd5856a	2026-09-11.2
51	84c073e8f16e5d9eeb0df88194802516a3ca17d8859f62d69f44ad06061c8cee	creaturecache	creaturecache-dawnrise-2026-09-01.wdb	dawnrise-dated-snapshots	Dawnrise	Season 10 Freepick	season-10-freepick	modes.json	3593	2026-09-07	sources/51/84c073e8f16e5d9eeb0df88194802516a3ca17d8859f62d69f44ad06061c8cee.wdb	enUS	12340	424f4d573430000053556e656c000000010000006fd5856a	2026-09-11.2
52	2272247b8519d5b235917e58f02dbf364ea3741f64bab2afa92b04cc9e7eb170	creaturecache	creaturecache-dawnrise-2026-09-01c.wdb	dawnrise-dated-snapshots	Dawnrise	Season 10 Freepick	season-10-freepick	modes.json	3998	2026-09-07	sources/52/2272247b8519d5b235917e58f02dbf364ea3741f64bab2afa92b04cc9e7eb170.wdb	enUS	12340	424f4d573430000053556e656c000000010000006fd5856a	2026-09-11.2
53	d93b177d16a20ee20c59976d7a4cedbdf511bed73ada4c043e5e012daa893020	creaturecache	creaturecache-dawnrise-2026-09-01d.wdb	dawnrise-dated-snapshots	Dawnrise	Season 10 Freepick	season-10-freepick	modes.json	4024	2026-09-07	sources/53/d93b177d16a20ee20c59976d7a4cedbdf511bed73ada4c043e5e012daa893020.wdb	enUS	12340	424f4d573430000053556e656c000000010000006fd5856a	2026-09-11.2
54	de72db0e53a85eda9bda33be6394626b09fc36e11811ae435fa659df73f36956	creaturecache	creaturecache-dawnrise-2026-09-01f.wdb	dawnrise-dated-snapshots	Dawnrise	Season 10 Freepick	season-10-freepick	modes.json	4299	2026-09-07	sources/54/de72db0e53a85eda9bda33be6394626b09fc36e11811ae435fa659df73f36956.wdb	enUS	12340	424f4d573430000053556e656c000000010000006fd5856a	2026-09-11.2
55	ef80aadcb4b8d83ba3dbcf4509bcefe1dbad49b1fa59b14c6778e34a96e244c0	gameobjectcache	gameobjectcache-dawnrise-2026-08-29.wdb	dawnrise-dated-snapshots	Dawnrise	Season 10 Freepick	season-10-freepick	modes.json	663	2026-09-07	sources/55/ef80aadcb4b8d83ba3dbcf4509bcefe1dbad49b1fa59b14c6778e34a96e244c0.wdb	enUS	12340	424f47573430000053556e65a0000000010000006fd5856a	2026-09-11.2
56	3cb541e56fd59020b71c2d169588f47d8d064ade88886ada0260cdbed0ef71e7	gameobjectcache	gameobjectcache-dawnrise-2026-08-31.wdb	dawnrise-dated-snapshots	Dawnrise	Season 10 Freepick	season-10-freepick	modes.json	3153	2026-09-07	sources/56/3cb541e56fd59020b71c2d169588f47d8d064ade88886ada0260cdbed0ef71e7.wdb	enUS	12340	424f47573430000053556e65a0000000010000006fd5856a	2026-09-11.2
57	69624a7f4fd45375d169e3cc52f3a2a82577be4afc1ef3413d38ad13c3922f1d	gameobjectcache	gameobjectcache-dawnrise-2026-09-01c.wdb	dawnrise-dated-snapshots	Dawnrise	Season 10 Freepick	season-10-freepick	modes.json	3162	2026-09-07	sources/57/69624a7f4fd45375d169e3cc52f3a2a82577be4afc1ef3413d38ad13c3922f1d.wdb	enUS	12340	424f47573430000053556e65a0000000010000006fd5856a	2026-09-11.2
58	157cc69f9958ed865bbca832711b7cb2208502c2d290d1f6558d671a1f303949	gameobjectcache	gameobjectcache-dawnrise-2026-09-01d.wdb	dawnrise-dated-snapshots	Dawnrise	Season 10 Freepick	season-10-freepick	modes.json	3166	2026-09-07	sources/58/157cc69f9958ed865bbca832711b7cb2208502c2d290d1f6558d671a1f303949.wdb	enUS	12340	424f47573430000053556e65a0000000010000006fd5856a	2026-09-11.2
59	f702fce433709bf6f6c4e14b05aba7e13576747d28ec882d95b1b7702227670d	gameobjectcache	gameobjectcache-dawnrise-2026-09-01f.wdb	dawnrise-dated-snapshots	Dawnrise	Season 10 Freepick	season-10-freepick	modes.json	3461	2026-09-07	sources/59/f702fce433709bf6f6c4e14b05aba7e13576747d28ec882d95b1b7702227670d.wdb	enUS	12340	424f47573430000053556e65a0000000010000006fd5856a	2026-09-11.2
60	bd9f29665596760af9d7cdbfd37f8607c15dcb6e0678a19509c62ce90ab68c7d	itemcache	itemcache-dawnrise-2026-08-29b.wdb	dawnrise-dated-snapshots	Dawnrise	Season 10 Freepick	season-10-freepick	modes.json	23350	2026-09-07	sources/60/bd9f29665596760af9d7cdbfd37f8607c15dcb6e0678a19509c62ce90ab68c7d.wdb	enUS	12340	424449573430000053556e6504020000050000006fd5856a	2026-09-11.2
61	766513c85c81d2323bce4cde18e9bad4a4e5ee5c878b8831f5b8e45688235bd2	itemcache	itemcache-dawnrise-2026-08-29c.wdb	dawnrise-dated-snapshots	Dawnrise	Season 10 Freepick	season-10-freepick	modes.json	49115	2026-09-07	sources/61/766513c85c81d2323bce4cde18e9bad4a4e5ee5c878b8831f5b8e45688235bd2.wdb	enUS	12340	424449573430000053556e6504020000050000006fd5856a	2026-09-11.2
62	cacc9ee053f37e36182e9cd767867d0cbb9cc1001df2758fb6e9796f76f5e096	itemcache	itemcache-dawnrise-2026-08-29d.wdb	dawnrise-dated-snapshots	Dawnrise	Season 10 Freepick	season-10-freepick	modes.json	114253	2026-09-07	sources/62/cacc9ee053f37e36182e9cd767867d0cbb9cc1001df2758fb6e9796f76f5e096.wdb	enUS	12340	424449573430000053556e6504020000050000006fd5856a	2026-09-11.2
63	323ecb3df9dc084f440b29cd73f58fcef5f10d410626a929b1bc10b071f86220	itemcache	itemcache-dawnrise-2026-08-29e.wdb	dawnrise-dated-snapshots	Dawnrise	Season 10 Freepick	season-10-freepick	modes.json	155075	2026-09-07	sources/63/323ecb3df9dc084f440b29cd73f58fcef5f10d410626a929b1bc10b071f86220.wdb	enUS	12340	424449573430000053556e6504020000050000006fd5856a	2026-09-11.2
64	a6da67addf52436840011916a7e2e4109098a536c091aac46e246e3fe96fc159	itemcache	itemcache-dawnrise-2026-08-30.wdb	dawnrise-dated-snapshots	Dawnrise	Season 10 Freepick	season-10-freepick	modes.json	307336	2026-09-07	sources/64/a6da67addf52436840011916a7e2e4109098a536c091aac46e246e3fe96fc159.wdb	enUS	12340	424449573430000053556e6504020000050000006fd5856a	2026-09-11.2
65	fcb4f3cdf7adf0247d7922a0c2baa39deff74a36c0ed03d5dbc11b2097a53526	itemcache	itemcache-dawnrise-2026-08-31.wdb	dawnrise-dated-snapshots	Dawnrise	Season 10 Freepick	season-10-freepick	modes.json	387976	2026-09-07	sources/65/fcb4f3cdf7adf0247d7922a0c2baa39deff74a36c0ed03d5dbc11b2097a53526.wdb	enUS	12340	424449573430000053556e6504020000050000006fd5856a	2026-09-11.2
66	e93f4284ca0953296baf716ea19b13032cb3365b9deb5d6a333bb5b6f5f561b5	itemcache	itemcache-dawnrise-2026-09-01.wdb	dawnrise-dated-snapshots	Dawnrise	Season 10 Freepick	season-10-freepick	modes.json	548484	2026-09-07	sources/66/e93f4284ca0953296baf716ea19b13032cb3365b9deb5d6a333bb5b6f5f561b5.wdb	enUS	12340	424449573430000053556e6504020000050000006fd5856a	2026-09-11.2
67	8a7a115838f4f7fc940330d8a37e624ae3d2b28e06a3b88a299d86290ab8ccd3	itemcache	itemcache-dawnrise-2026-09-01c.wdb	dawnrise-dated-snapshots	Dawnrise	Season 10 Freepick	season-10-freepick	modes.json	548496	2026-09-07	sources/67/8a7a115838f4f7fc940330d8a37e624ae3d2b28e06a3b88a299d86290ab8ccd3.wdb	enUS	12340	424449573430000053556e6504020000050000006fd5856a	2026-09-11.2
68	1b007a6d025df3b728a1d1dac10a6dde712cc4ee2a7035037f97cce3fdc6c5cc	itemcache	itemcache-dawnrise-2026-09-01e.wdb	dawnrise-dated-snapshots	Dawnrise	Season 10 Freepick	season-10-freepick	modes.json	548497	2026-09-07	sources/68/1b007a6d025df3b728a1d1dac10a6dde712cc4ee2a7035037f97cce3fdc6c5cc.wdb	enUS	12340	424449573430000053556e6504020000050000006fd5856a	2026-09-11.2
69	596df0495ab681c68db444e32e7256226c0ac2dad4d5d0edcf0a33b92100e97c	npccache	npccache-dawnrise-2026-09-01d.wdb	dawnrise-dated-snapshots	Dawnrise	Season 10 Freepick	season-10-freepick	modes.json	33	2026-09-07	sources/69/596df0495ab681c68db444e32e7256226c0ac2dad4d5d0edcf0a33b92100e97c.wdb	enUS	12340	43504e573430000053556e6540010000010000006fd5856a	2026-09-11.2
70	a93912f6a6b6182d424b9fe06a68d201f036f1af7168e61eb5038c5650ffde8e	npccache	npccache-dawnrise-2026-09-01f.wdb	dawnrise-dated-snapshots	Dawnrise	Season 10 Freepick	season-10-freepick	modes.json	35	2026-09-07	sources/70/a93912f6a6b6182d424b9fe06a68d201f036f1af7168e61eb5038c5650ffde8e.wdb	enUS	12340	43504e573430000053556e6540010000010000006fd5856a	2026-09-11.2
71	9a192e87953359ce19e3f937dbb471828bdb8bf9af2a5c3d5b52848e7bf85d9c	pagetextcache	pagetextcache-dawnrise-2026-09-01d.wdb	dawnrise-dated-snapshots	Dawnrise	Season 10 Freepick	season-10-freepick	modes.json	22	2026-09-07	sources/71/9a192e87953359ce19e3f937dbb471828bdb8bf9af2a5c3d5b52848e7bf85d9c.wdb	enUS	12340	585450573430000053556e650c000000010000006fd5856a	2026-09-11.2
