realm	mode	node	ID	Name	Class	Tab	Type	NodeType	Quality	quality	RequiredLevel	AECost	TECost	QualityCost	essenceCost	talentCost	Spells	Anchor	Color	Column	ConnectedNodes	Distance	Flags	Group	Icon	Masteries	ParentNode	Points	PositionX	PositionY	RequiredAEInvestment	RequiredClassAEInvestment	RequiredClassPoints	RequiredClassTEInvestment	RequiredIDs	RequiredTEInvestment	RequiredTabAEInvestment	RequiredTabTEInvestment	Row	SizeX	SizeY	SpellCastReq	isAbility	isMastery	isTalent	seenBy
Darkmoon	Season 10 Wildcard	11140	11140	Bomb Squad	Tinker	Firearms	Talent	SpendCircle	Poor		0	0	0	0			[{"id": 520131, "name": "Bomb Squad"}]	TOP	TEAL	0	[11120]	0	1056772	0	INV_Ascend_bomb_b_02	[]	0	0	10	6	0	0	0	0	[]	0	0	0	0	1	1	[]	False		True	["GetAllEntries"]
Darkmoon	Season 10 Wildcard	11145	11145	Lifebringer's Blessing	Pyromancer	Draconic	Talent	SpendCircle	Poor		0	0	0	0			[{"id": 707479, "name": "Lifebringer's Blessing"}]	TOP	TEAL	0	[29556]	0	0	458632	5_dragonfirebreath_Border	[]	0	0	4	3	0	0	0	0	[]	0	0	0	0	1	1	[]	False		True	["GetAllEntries"]
Darkmoon	Season 10 Wildcard	11151	11151	Blessing of Lei Shen	Stormbringer	Gifts	Talent	SpendCircle	Poor		0	0	0	0	0	1	[{"id": 561228, "name": "Blessing of Lei Shen"}]	TOP	TEAL	0	[34685]	0	0	561228	achievement_boss_leishen	[]	0	0	1	3	0	0	0	0	[]	0	0	0	0	1	1	[]	False	False	True	["GetAllEntries"]
Darkmoon	Season 10 Wildcard	11153	11153	Primal Awakening	Primalist	Life	Talent	SpendSquare	Poor		0	0	0	0			[{"id": 807560, "name": "Primal Awakening"}]	TOP	TEAL	0	[9733, 11163]	0	8192	856163	ability_shaman_astralshift	[]	0	0	10	8	0	0	0	0	[]	0	0	0	0	1	1	[]	False		True	["GetAllEntries"]
Darkmoon	Season 10 Wildcard	11154	11154	Sen'jin's Wisdom	WitchDoctor	Class	Talent	SpendCircle	Poor		0	0	0	0			[{"id": 504774, "name": "Sen'jin's Wisdom"}]	TOP	TEAL	0	[7088]	0	0	627411	ivn_belt_armor_zandalaritroll_d_01	[]	0	0	0	2	0	0	0	0	[]	0	0	0	0	1	1	[]	False		True	["GetAllEntries"]
Darkmoon	Season 10 Wildcard	11163	11163	Flourishing Growth	Primalist	Life	Talent	SpendSquare	Poor		0	0	0	0			[{"id": 805442, "name": "Flourishing Growth"}]	TOP	TEAL	0	[9193, 11193]	0	8192	856162	spell_druid_germination	[]	0	0	10	6	0	0	0	0	[]	0	0	0	0	1	1	[]	False		True	["GetAllEntries"]
Darkmoon	Season 10 Wildcard	11164	11164	Hexfire Mass	WitchDoctor	Shadowhunting	Talent	SpendCircle	Poor		0	0	0	1			[{"id": 807450, "name": "Hexfire Mass"}]	TOP	TEAL	0	[6983]	0	0	807450	spell_fireresistancetotem_01	[]	0	0	4	6	0	0	0	0	[]	0	0	8	0	64	64	[]	False		True	["GetAllEntries"]
Darkmoon	Season 10 Wildcard	11167	11167	Tip of the Spear	Ranger	Dueling	Talent	SpendCircle	Poor		0	0	0	1			[{"id": 807023, "name": "Tip of the Spear"}]	TOP	TEAL	0	[6675, 29701, 34140]	0	0	807023	inv_spear_01	[]	0	0	4	7	0	0	0	0	[]	0	0	8	0	64	64	[]	False		True	["GetAllEntries"]
Darkmoon	Season 10 Wildcard	11168	11168	Smasher	Barbarian	Class	Ability	SpendCircle	Normal		10	2	0	1			[{"id": 561394, "name": "Smasher"}]	TOP	TEAL	0	[12563]	0	0	561394	Ability_Rogue_Eviscerate	[]	0	0	2	6	0	0	0	0	[]	0	9	0	0	64	64	[]	True		False	["GetAllEntries"]
Darkmoon	Season 10 Wildcard	11170	11170	Chaos Fusion	Chronomancer	Duality	Talent	SpendCircle	Normal		10	0	0	1	0	1	[{"id": 807578, "name": "Chaos Fusion"}]	TOP	TEAL	0	[5168]	0	0	23621	nhi_shadowsun_Border	[]	0	0	1	6	0	0	0	0	[]	0	0	8	0	64	64	[]	False	False	True	["GetAllEntries"]
Darkmoon	Season 10 Wildcard	11171	11171	Resourceful Pursuit	WitchHunter	Boltslinger	Talent	SpendCircle	Poor		0	0	0	1			[{"id": 707648, "name": "Resourceful Pursuit"}]	TOP	TEAL	0	[9750]	0	0	707648	INV_Weapon_Crossbow_01	[]	0	0	0	4	0	0	0	0	[]	0	0	8	0	64	64	[]	False		True	["GetAllEntries"]
Darkmoon	Season 10 Wildcard	11172	11172	Ancestral Wisdom	Barbarian	Ancestry	Talent	SpendCircle	Poor		0	0	0	0			[{"id": 803511, "name": "Ancestral Wisdom"}]	TOP	TEAL	0	[4003]	0	8192	8456221	Achievement_Dungeon_UtgardeKeep_Normal	[]	0	0	10	2	0	0	0	0	[]	0	0	0	0	1	1	[]	False		True	["GetAllEntries"]
Darkmoon	Season 10 Wildcard	11175	11175	Excruciating Discord	Chronomancer	Duality	Talent	SpendCircle	Normal		10	0	0	1	0	1	[{"id": 582356, "name": "Excruciating Discord"}]	TOP	TEAL	0	[30776]	0	0	0	ability_hunter_pet_warpstalker	[]	0	0	6	4	0	0	0	0	[]	0	0	8	0	64	64	[]	False	False	True	["GetAllEntries"]
Darkmoon	Season 10 Wildcard	11176	11176	Pure Chaos	Chronomancer	Duality	Talent	SpendCircle	Normal		10	0	0	1			[{"id": 807569, "name": "Pure Chaos"}]	TOP	TEAL	0	[5168]	0	0	23621	Spell_Shadow_UnstableAffliction_1	[]	0	0	1	6	0	0	0	0	[]	0	0	8	0	64	64	[]	False		True	["GetAllEntries"]
Darkmoon	Season 10 Wildcard	11177	11177	Spirit Hunting	WitchDoctor	Shadowhunting	Talent	SpendCircle	Poor		0	0	0	0			[{"id": 707504, "name": "Spirit Hunting"}]	TOP	TEAL	0	[7102]	0	0	164323	spell_shaman_feralspirit	[]	0	0	8	5	0	0	0	0	[]	0	0	8	0	1	1	[]	False		True	["GetAllEntries"]
Darkmoon	Season 10 Wildcard	11184	11184	Earthmother's Warden	Primalist	Life	Talent	SpendCircle	Normal		10	0	0	1			[{"id": 707514, "name": "Earthmother's Warden"}]	TOP	TEAL	0	[6230, 6654]	0	0	111687	Spell_Nature_Thorns	[]	0	0	7	6	0	0	0	0	[]	0	0	8	0	64	64	[]	False		True	["GetAllEntries"]
Darkmoon	Season 10 Wildcard	11185	11185	Brilliance	Pyromancer	Destruction	Talent	SpendCircle	Poor		0	0	0	0	0	1	[{"id": 570207, "name": "Brilliance"}]	TOP	TEAL	0	[6501, 33921]	0	0	721221	Spell_Nature_Brilliance	[]	0	0	4	7	0	0	0	0	[]	0	0	8	0	1	1	[]	False	False	True	["GetAllEntries"]
Darkmoon	Season 10 Wildcard	11193	11193	Protector's Hand	Primalist	Life	Talent	SpendCircle	Poor		0	0	0	0			[{"id": 300730, "name": "Protector's Hand"}]	TOP	TEAL	0	[6243, 11243]	0	8192	735421	inv_60dungeon_ring5b	[]	0	0	10	4	0	0	0	0	[]	0	0	0	0	1	1	[]	False		True	["GetAllEntries"]
Darkmoon	Season 10 Wildcard	11196	11196	Rock Solid	Primalist	MountainKing	Talent	SpendCircle	Normal		10	0	0	1			[{"id": 681363, "name": "Rock Solid"}]	TOP	TEAL	0	[7499, 7508]	0	0	236189	spell_nature_rockbiter	[]	0	0	7	6	0	0	0	0	[]	0	0	8	0	64	64	[]	False		True	["GetAllEntries"]
Darkmoon	Season 10 Wildcard	11197	11197	Stake	WitchHunter	Inquisition	Talent	SpendSquare	Poor		0	0	0	0			[{"id": 680537, "name": "Stake"}]	TOP	TEAL	0	[5393, 11393, 34545]	0	0	0	INV_Ascend_stake_02_b	[]	0	0	7	6	0	0	0	0	[]	0	0	8	0	1	1	[]	False		True	["GetAllEntries"]
Darkmoon	Season 10 Wildcard	11206	11206	Fleshbending	SonOfArugal	Fleshweaver	Ability	SpendCircle	Normal		10	2	0	1			[{"id": 680684, "name": "Fleshbending"}]	TOP	TEAL	0	[9905]	0	8192	143567	custom_T_Nhance_RPG_Icons_RottenFlesh_Border	[]	0	0	10	2	0	0	0	0	[]	0	0	0	0	0	0	[]	True		False	["GetAllEntries"]
Darkmoon	Season 10 Wildcard	11207	11207	Killer's Path	Primalist	Primal	Talent	SpendCircle	Normal		10	0	0	1	0	1	[{"id": 706633, "name": "Killer's Path"}]	TOP	TEAL	0	[6202, 7330, 12430]	0	0	0	novart_magicspell_(27)_Border	[]	0	0	2	7	0	0	0	0	[]	0	0	8	0	64	64	[]	False	False	True	["GetAllEntries"]
Darkmoon	Season 10 Wildcard	11210	11210	Felstrider	DemonHunter	Class	Ability	SpendCircle	Poor		0	2	0	1	0	1	[{"id": 707513, "name": "Felstrider"}]	TOP	TEAL	0	[30565]	0	2097152	922124	ability_hunter_onewithnature	[]	0	0	6	7	0	0	0	0	[]	0	9	0	0	64	64	[]	True	False	False	["GetAllEntries"]
Darkmoon	Season 10 Wildcard	11212	11212	Chop Shop	KnightOfXoroth	War	Talent	SpendCircle	Poor		0	0	0	0			[{"id": 704953, "name": "Chop Shop"}]	TOP	TEAL	0	[7883, 34059]	0	0	0	inv_weapon_shortblade_40	[]	0	0	7	6	0	0	0	0	[]	0	0	8	0	1	1	[]	False		True	["GetAllEntries"]
Darkmoon	Season 10 Wildcard	11213	11213	Abyssal Conditioning	DemonHunter	Demonology	Talent	SpendCircle	Normal		10	0	0	1	0	1	[{"id": 807431, "name": "Abyssal Conditioning"}]	TOP	TEAL	0	[34226]	0	0	178321	spell_warlock_summonabyssal	[]	0	0	8	4	0	0	0	0	[]	0	0	8	0	64	64	[]	False	False	True	["GetAllEntries"]
Darkmoon	Season 10 Wildcard	11214	11214	Knight's Song	Guardian	Inspiration	Talent	SpendCircle	Normal		10	0	0	1			[{"id": 505228, "name": "Knight's Song"}]	TOP	TEAL	0	[13616, 29216]	0	8192	821425	inv_misc_flute_01	[]	0	0	10	4	0	0	0	0	[]	0	0	0	0	64	64	[]	False		True	["GetAllEntries"]
Darkmoon	Season 10 Wildcard	11215	11215	Cycle of Decay	Venomancer	Venom	Talent	SpendCircle	Poor		0	0	0	0			[{"id": 500219, "name": "Cycle of Decay"}]	TOP	TEAL	0	[7215]	0	1056772	0	Spell_Shadow_DeathAndDecay	[]	0	0	10	8	0	0	0	0	[]	0	0	0	0	1	1	[]	False		True	["GetAllEntries"]
Darkmoon	Season 10 Wildcard	11217	11217	Demonic Blood	DemonHunter	Demonology	Talent	SpendCircle	Poor		0	0	0	1			[{"id": 807438, "name": "Demonic Blood"}]	TOP	TEAL	0	[30557, 34229]	0	0	29347	ability_demonhunter_brandofthehunt	[]	0	0	6	6	0	0	0	0	[]	0	0	8	0	64	64	[]	False		True	["GetAllEntries"]
Darkmoon	Season 10 Wildcard	11218	11218	Dark Souls	WitchHunter	Class	Ability	SpendCircle	Poor		0	2	0	1			[{"id": 802011, "name": "Dark Souls"}]	TOP	TEAL	0	[34555, 34560]	0	0	0	nhi_shadowbreath_Border	[]	0	0	7	7	0	0	0	0	[]	0	9	0	0	64	64	[]	True		False	["GetAllEntries"]
Darkmoon	Season 10 Wildcard	11219	11219	Thane's Grip	Barbarian	Ancestry	Talent	SpendCircle	Normal		10	0	0	1			[{"id": 803798, "name": "Thane's Grip"}]	TOP	TEAL	0	[29800]	0	0	803798	5_archerskill33_Border	[]	0	0	4	5	0	0	0	0	[]	0	0	8	0	64	64	[]	False		True	["GetAllEntries"]
Darkmoon	Season 10 Wildcard	11224	11224	Hidden Power	DemonHunter	Felblood	Talent	SpendCircle	Poor		0	0	0	0			[{"id": 802108, "name": "Hidden Power"}]	TOP	TEAL	0	[4008]	0	1056772	0	Spell_Shadow_UnstableAffliction_2	[]	0	0	10	2	0	0	0	0	[]	0	0	0	0	1	1	[]	False		True	["GetAllEntries"]
Darkmoon	Season 10 Wildcard	11227	11227	Suffering	DemonHunter	Class	Ability	SpendCircle	Poor		0	2	0	1			[{"id": 807430, "name": "Suffering"}]	TOP	TEAL	0	[30552]	0	0	178354	ability_hunter_negate	[]	0	0	8	6	0	0	0	0	[]	0	9	0	0	64	64	[]	True		False	["GetAllEntries"]
Darkmoon	Season 10 Wildcard	11228	11228	Unbound	DemonHunter	Slaying	Talent	SpendCircle	Poor		0	0	0	0			[{"id": 574153, "name": "Unbound"}]	TOP	TEAL	0	[9228]	0	1056772	0	INV_Potion_19	[]	0	0	10	4	0	0	0	0	[]	0	0	0	0	1	1	[]	False		True	["GetAllEntries"]
Darkmoon	Season 10 Wildcard	11233	11233	Fel Monstrosity	DemonHunter	Demonology	Talent	SpendCircle	Poor		0	0	0	0			[{"id": 500067, "name": "Fel Monstrosity"}]	TOP	TEAL	0	[9233]	0	1056772	0	achievement_boss_hellfire_felreaver	[]	0	0	10	8	0	0	0	0	[]	0	0	0	0	1	1	[]	False		True	["GetAllEntries"]
Darkmoon	Season 10 Wildcard	11235	11235	Aerodynamics	Stormbringer	Wind	Talent	SpendSquare	Poor		10	0	0	1			[{"id": 806124, "name": "Aerodynamics"}]	TOP	TEAL	0	[34914, 11584]	0	8192	126889	_MonkAbility_RenewingMists_XuenWhite	[]	0	0	10	6	0	0	0	0	[]	0	0	0	0	64	64	[]	False		True	["GetAllEntries"]
Darkmoon	Season 10 Wildcard	11236	11236	Druid Training	Primalist	Life	Talent	SpendCircle	Poor		0	0	0	1			[{"id": 707560, "name": "Druid Training"}]	TOP	TEAL	0	[11184, 30784]	0	0	0	Ability_Druid_EmpoweredRejuvination	[]	0	0	6	7	0	0	0	0	[]	0	0	8	0	64	64	[]	False		True	["GetAllEntries"]
Darkmoon	Season 10 Wildcard	11237	11237	Invigorated Flesh	SonOfArugal	Fleshweaver	Ability	SpendCircle	Normal		10	2	0	1	0	1	[{"id": 704632, "name": "Invigorated Flesh"}]	TOP	TEAL	0	[9905]	0	8192	143567	ability_butcher_exsanguination	[]	0	0	10	2	0	0	0	0	[]	0	0	0	0	0	0	[]	True	False	False	["GetAllEntries"]
Darkmoon	Season 10 Wildcard	11243	11243	Grovekeeper's Presence	Primalist	Life	Talent	SpendCircle	Poor		0	0	0	1			[{"id": 805443, "name": "Grovekeeper's Presence"}]	TOP	TEAL	0	[4060]	0	8192	127887	inv_misc_druidstone01	[]	0	0	10	2	0	0	0	0	[]	0	0	0	0	64	64	[]	False		True	["GetAllEntries"]
Darkmoon	Season 10 Wildcard	11251	11251	Acquired Taste	SonOfArugal	Fleshweaver	Talent	SpendCircle	Poor		0	0	0	0			[{"id": 807566, "name": "Acquired Taste"}]	TOP	TEAL	0	[7433]	0	0	128569	_ShamanTotam_Blood	[]	0	0	2	5	0	0	0	0	[]	0	0	8	0	1	1	[]	False		True	["GetAllEntries"]
Darkmoon	Season 10 Wildcard	11252	11252	Storm Synergy	Stormbringer	Gifts	Talent	SpendCircle	Poor		0	0	0	0	0	1	[{"id": 578300, "name": "Storm Synergy"}]	TOP	TEAL	0	[9250]	0	1056772	0	spell_shaman_staticshock	[]	0	0	10	6	0	0	0	0	[]	0	0	0	0	1	1	[]	False	False	True	["GetAllEntries"]
Darkmoon	Season 10 Wildcard	11253	11253	Hydromatic	Stormbringer	Gifts	Talent	SpendCircle	Poor		0	0	0	0			[{"id": 300619, "name": "Hydromatic"}]	TOP	TEAL	0	[11252]	0	1056772	0	epic_rpg_icon_pack_wind_icon_0002s_0000_lightning_Border	[]	0	0	10	8	0	0	0	0	[]	0	0	0	0	1	1	[]	False		True	["GetAllEntries"]
Darkmoon	Season 10 Wildcard	11255	11255	Battle Prowess	Ranger	Survival	Talent	SpendCircle	Poor		0	0	0	0	0	1	[{"id": 805888, "name": "Battle Prowess"}]	TOP	TEAL	0	[4030]	0	8192	247611	skill_icon_skill105_Border	[]	0	0	10	2	0	0	0	0	[]	0	0	0	0	1	1	[]	False	False	True	["GetAllEntries"]
Darkmoon	Season 10 Wildcard	11256	11256	Burning Power	KnightOfXoroth	Hellfire	Talent	SpendCircle	Poor		0	0	0	0			[{"id": 500004, "name": "Burning Power"}]	TOP	TEAL	0	[4017]	0	1056772	0	inv_helmet_103	[]	0	0	10	2	0	0	0	0	[]	0	0	0	0	1	1	[]	False		True	["GetAllEntries"]
